-1	1	-1
-1	0.993333	-1
-1	0.986667	-1
-1	0.98	-1
-1	0.973333	-1
-1	0.966667	-1
-1	0.96	-1
-1	0.953333	-1
-1	0.946667	-1
-1	0.94	-1
-1	0.933333	-1
-1	0.926667	-1
-1	0.92	-1
-1	0.913333	-1
-1	0.906667	-1
-1	0.9	-1
-1	0.893333	-1
-1	0.886667	-1
-1	0.88	-1
-1	0.873333	-1
-1	0.866667	-1
-1	0.86	-1
-1	0.853333	-1
-1	0.846667	-1
-1	0.84	-1
-1	0.833333	-1
-1	0.826667	-1
-1	0.82	-1
-1	0.813333	-1
-1	0.806667	-1
-1	0.8	-1
-1	0.793333	-1
-1	0.786667	-1
-1	0.78	-1
-1	0.773333	-1
-1	0.766667	-1
-1	0.76	-1
-1	0.753333	-1
-1	0.746667	-1
-1	0.74	-1
-1	0.733333	-1
-1	0.726667	-1
-1	0.72	-1
-1	0.713333	-1
-1	0.706667	-1
-1	0.7	-1
-1	0.693333	-1
-1	0.686667	-1
-1	0.68	-1
-1	0.673333	-1
-1	0.666667	-1
-1	0.66	-1
-1	0.653333	-1
-1	0.646667	-1
-1	0.64	-1
-1	0.633333	-1
-1	0.626667	-1
-1	0.62	-1
-1	0.613333	-1
-1	0.606667	-1
-1	0.6	-1
-1	0.593333	-1
-1	0.586667	-1
-1	0.58	-1
-1	0.573333	-1
-1	0.566667	-1
-1	0.56	-1
-1	0.553333	-1
-1	0.546667	-1
-1	0.54	-1
-1	0.533333	-1
-1	0.526667	-1
-1	0.52	-1
-1	0.513333	-1
-1	0.506667	-1
-1	0.5	-1
-1	0.493333	-1
-1	0.486667	-1
-1	0.48	-1
-1	0.473333	-1
-1	0.466667	-1
-1	0.46	-1
-1	0.453333	-1
-1	0.446667	-1
-1	0.44	-1
-1	0.433333	-1
-1	0.426667	-1
-1	0.42	-1
-1	0.413333	-1
-1	0.406667	-1
-1	0.4	-1
-1	0.393333	-1
-1	0.386667	-1
-1	0.38	-1
-1	0.373333	-1
-1	0.366667	-1
-1	0.36	-1
-1	0.353333	-1
-1	0.346667	-1
-1	0.34	-1
-1	0.333333	-1
-1	0.326667	-1
-1	0.32	-1
-1	0.313333	-1
-1	0.306667	-1
-1	0.3	-1
-1	0.293333	-1
-1	0.286667	-1
