145 139 213 14
145 139 214 14
146 139 214 24
146 139 214 24
147 139 214 38
147 139 214 38
148 139 214 64
148 139 214 64
145 139 214 14
145 139 214 14
146 139 214 24
146 139 214 24
147 139 215 38
147 139 215 38
148 139 215 64
148 139 215 64
144 138 214 14
144 138 214 14
145 138 215 34
145 138 215 34
146 138 215 54
146 138 215 54
148 138 215 112
148 138 216 112
150 138 216 82
150 138 216 82
151 138 216 62
151 138 216 62
144 137 215 24
144 137 215 24
145 137 215 54
145 137 215 54
146 137 215 88
146 137 215 88
148 137 216 176
148 137 216 176
149 137 216 162
149 137 216 162
150 137 216 142
150 137 216 142
152 137 216 62
152 137 217 62
144 137 216 24
144 137 216 24
145 137 216 54
145 137 216 54
146 137 216 88
146 137 216 88
148 137 216 176
148 137 216 176
149 137 217 162
149 137 217 162
150 137 217 142
150 137 217 142
152 137 217 62
152 137 217 62
144 136 216 38
144 136 216 38
148 136 217 288
148 136 217 288
149 136 217 262
149 136 217 262
150 136 217 226
150 136 217 226
151 136 217 166
151 136 217 166
152 136 218 98
152 136 218 98
144 135 217 64
144 135 217 64
145 135 217 112
145 135 217 112
146 135 217 176
146 135 217 176
147 135 217 288
147 135 217 288
148 135 217 288
148 135 217 288
149 135 218 288
149 135 218 288
150 135 218 262
150 135 218 262
143 134 217 14
143 134 217 14
144 134 217 74
145 134 217 126
145 134 217 126
147 134 217 288
147 134 218 288
148 134 218 288
148 134 218 288
149 134 218 288
149 134 218 288
150 134 218 288
150 134 218 288
151 134 218 224
151 134 218 224
152 134 218 176
152 134 219 176
143 134 218 14
143 134 218 14
144 134 217 74
145 134 217 126
145 134 218 126
147 134 218 288
147 134 218 288
148 134 218 288
148 134 218 288
149 134 218 288
149 134 218 288
150 134 219 288
150 134 219 288
151 134 219 224
151 134 219 224
152 134 219 176
152 134 219 176
145 133 218 122
145 133 218 122
146 133 218 198
146 133 218 198
147 133 218 288
147 133 218 288
148 133 219 288
148 133 219 288
149 133 219 288
149 133 219 288
150 133 219 274
150 133 219 274
151 133 219 214
151 133 219 214
152 133 219 162
152 133 219 162
144 132 218 74
144 132 218 74
145 132 218 126
147 132 219 288
147 132 219 288
148 132 219 288
148 132 219 288
149 132 219 274
149 132 219 274
150 132 219 254
150 132 219 254
151 132 219 194
151 132 220 194
152 132 220 126
152 132 220 126
144 132 219 74
144 132 219 74
145 132 219 126
147 132 219 288
147 132 219 288
148 132 219 288
148 132 219 288
149 132 220 274
149 132 220 274
150 132 220 254
150 132 220 254
151 132 220 194
151 132 220 194
152 132 220 126
152 132 220 126
144 131 219 86
144 131 219 86
145 131 219 138
145 131 219 138
146 131 219 214
147 131 220 288
147 131 220 288
148 131 220 274
148 131 220 274
149 131 220 254
149 131 220 254
151 131 220 148
151 131 220 148
145 130 220 88
145 130 220 88
146 130 220 138
146 130 220 138
147 130 220 224
148 130 220 214
148 130 220 214
149 130 220 194
149 130 220 194
150 130 220 148
150 130 220 148
145 130 220 88
145 130 220 88
146 130 220 138
146 130 220 138
147 130 220 224
148 130 220 214
148 130 221 214
149 130 221 194
149 130 221 194
150 130 221 148
150 130 221 148
145 129 221 72
145 129 221 72
146 129 221 112
146 129 221 112
147 129 221 176
147 129 221 176
148 129 221 162
149 129 221 126
149 129 221 126
